Name,CHINA LAKE NAVAL AIR WEAPONS STATION,CORONADO NAVAL AMPHIBIOUS BASE,EL CENTRO NAVAL AIR FACILITY,LEMOORE NAS,MONTEREY NAVAL POSTGRADUATE SCHOOL,NORTH ISLAND NAS,FLEET ANTISUBMARINE WARFARE TRAINING CENTER,POINT MUGU NAVAL AIR STATION,PORT HUENEME NAVAL CONSTRUCTION BATTALION CENTER,SAN DIEGO NAVAL MEDICAL CENTER,SAN DIEGO NS,SANTA CLARA NAVAL AIR RESERVE,NEW LONDON NAVAL SUBMARINE BASE,WASHINGTON NAVY YARD,CORRY STATION,JACKSONVILLE NAS,KEY WEST NAS,MAYPORT NAVAL STATION,US Naval Diving & Salvage Training Center,PENSACOLA NAS,PENSACOLA NAVAL HOSPITAL,WHITING FIELD NAS,KINGS BAY NAVAL SUBMARINE BASE,NAVAL COMPUTER TELECOMM AREA MSTR STATN,PEARL HARBOR NAVAL COMPLEX,GREAT LAKES NAVAL TRAINING CENTER,"NEW ORLEANS NAS, JOINT RESERVE BASE",NEW ORLEANS NAVAL SUPPORT ACTIVITY,BRUNSWICK NAS,WINTER HARBOR NAVAL SECURITY GROUP ACTIVITY,ANNAPOLIS NS,BETHESDA NATIONAL NAVAL MEDICAL CENTER,PATUXENT RIVER NAS,U.S. NAVAL ACADEMY,GULFPORT NAVAL CONSTRUCTION BATTALION CENTER,MERIDIAN NAS,FALLON NAS,PORTSMOUTH NAVAL SHIPYARD,EARLE NAVAL WEAPONS STATION,NEWPORT NAVAL EDUCATION AND TRAINING CENTER,BEAUFORT NAVAL HOSPITAL,NAVAL BASE CHARLESTON,Naval Support Activity Mid-South,CORPUS CHRISTI NAS,"FORT WORTH NAS, JOINT RESERVE BASE",KINGSVILLE NAS,"NAVAL SURFACE WARFARE CENTER, DAHLGREN DIVISION","DAM NECK FLEET COMBAT TRAINING CENTER, ATLANTIC",LITTLE CREEK NAVAL AMPHIBIOUS BASE,NORFOLK NB,NORFOLK NAVAL SHIPYARD,OCEANA NAS,PORTSMOUTH NAVAL MEDICAL CENTER,YORKTOWN NAVAL WEAPONS STATION,BANGOR NAVAL SUBMARINE BASE,BREMERTON NAVAL STATION,EVERETT NAVAL STATION,WHIDBEY ISLAND NAS
BEAUFORT NAVAL HOSPITAL,2117.2020700003623,2114.3781248775804,2027.4665971270836,2239.1553153389245,2345.629743643424,2116.443563354308,2117.248718921441,2209.3399227976656,2215.1950300511817,2113.235346069244,2112.657501026603,2346.4637112577184,781.4148657998052,493.61940226692656,413.8410602649612,161.35028767720237,543.1520242036295,144.7375497179417,336.8562125005529,414.2894183283683,414.2894183283683,390.8539408033525,120.95504116249052,4724.309073790754,4724.552894019435,789.494087601065,579.5678505990071,579.5678505990071,984.8859009981952,1069.3526841409923,1178.8964102586162,499.04123650085234,472.959502833226,512.5550426997609,516.8751814580513,462.28198717035616,2167.2673698293206,915.3534618960771,653.8719858914658,814.4137352136637,0.0,58.337262579364385,564.981742120811,1043.8455653279373,973.9553789853178,1078.8535153543598,458.7034968444007,404.9579467303714,403.1996143728312,401.05262573790867,393.99639925231475,403.8653411242118,395.7462704547045,408.76784483979236,2424.5721328783957,2421.5914790551033,2405.298416988924,2430.3590800392226
NAVAL BASE CHARLESTON,2147.652047599455,2149.75522085517,2062.982483531867,2268.323321803783,2374.000776187686,2151.7802049650304,2152.5340665564295,2242.0426942233153,2247.814045168828,2148.537024138713,2148.0416430758078,2373.681075040675,724.5671437483064,440.8009939063206,467.35829780571214,215.5088873010638,588.6989657474998,197.48345837764518,393.0355612734673,467.9525105826097,467.9525105826097,443.5951169502442,176.30335556874923,4757.799973385087,4758.19350396208,776.4823324555487,631.9786291100843,631.9786291100843,928.4544512985138,1012.2508893307754,1121.164536163333,446.641254883213,417.88370617670074,458.63813438953997,568.4949940913565,504.43955892538304,2191.1567261586647,858.8528527773573,597.8700436862896,757.1769653293434,58.337262579364385,0.0,590.8175778139791,1095.2882179591434,1013.3704093685604,1130.2806437107997,405.12501388387284,347.1490183733277,345.7650902275658,343.8171803797048,336.56918814528626,346.14957043803173,338.38159233008525,352.31644690619316,2434.228654109167,2431.4656872565965,2414.386604899179,2438.940491063805
Naval Support Activity Mid-South,1558.093964743954,1568.790611947035,1482.6294289839273,1677.8612647697692,1783.2589334599695,1570.7034639500378,1571.3207059804324,1655.2315037556182,1660.8621047782983,1567.376389173252,1567.1000980240099,1782.889708430656,1047.4520432956438,749.3336702740488,372.4393013221762,592.0232231720521,889.0344867603702,597.96553192781,429.5828378761172,375.2174068370301,375.2174068370301,359.9447594419532,574.9979219266844,4170.842378164316,4171.457245624831,493.7771968024557,381.48196922659025,381.48196922659025,1210.3637649572177,1307.7860274369398,1434.8729748266198,746.8783963313444,770.5870823004432,778.1199900665036,346.13801093379357,205.84879048679318,1602.287785261257,1151.588026837416,921.1563780400666,1088.1876380735437,564.981742120811,590.8175778139791,0.0,685.360511793129,467.07698133393836,715.7732425121518,738.2418362060697,782.5783025168582,770.4462157047157,764.0363287983851,763.9209927320526,778.8293554073899,763.5473049462831,752.6698529135973,1883.006817098026,1879.3607260464178,1865.6303794464036,1892.2461716942637
CORPUS CHRISTI NAS,1314.8189280519205,1233.6137456491922,1150.7943985281647,1447.3009414405412,1558.372563518199,1236.160858878388,1237.699490283664,1363.4635236490337,1370.216282250441,1233.7073809421993,1231.9012357380104,1577.651730592454,1708.338149647217,1398.8449970558752,631.5430460943309,958.3671339735379,989.851620316684,976.3517601719137,717.6107740803601,631.4214241446005,631.4214241446005,653.2975882705367,972.6033755298972,3802.3586030129104,3800.9785873173914,1141.2238748587563,464.77036987894974,464.77036987894974,1884.0409726222997,1980.6109504175442,2105.9252365299403,1398.4128496663614,1408.872950886466,1426.8654426959076,526.9906385473963,617.5813353499248,1470.0776648115623,1822.0448733430062,1577.1615055565323,1748.2307980532255,1043.8455653279373,1095.2882179591434,685.360511793129,0.0,351.0796502233401,35.00829831328918,1379.7693620869118,1391.4600758283198,1382.8107309146812,1377.6553869147763,1374.635742844737,1388.5744421837658,1375.1244628654053,1372.9630105092963,1944.3032668757953,1937.8719374585667,1936.941133953843,1968.0975776722173
"FORT WORTH NAS, JOINT RESERVE BASE",1171.3585726806919,1145.7612334174623,1058.7142974876601,1299.8033522534165,1410.0923537977358,1147.9397830849732,1148.895490527331,1250.4417367858107,1256.6447762939645,1144.8457365288339,1144.025116653643,1418.9651126085826,1510.814925516536,1216.0984674184335,617.4501251141596,942.3860048834291,1106.3649094926081,955.6331710132972,709.7908304230731,618.8754533997064,618.8754533997064,627.1647332336853,941.6131306986476,3757.181195175045,3757.045291686899,841.3922303931988,482.47400834189,482.47400834189,1665.642968066165,1763.2430909882637,1891.1136883600811,1213.4534165773664,1237.6284843801911,1244.8890847575874,515.7900053492094,512.5446536519689,1271.1738443614015,1609.7042082652824,1386.4129592271704,1551.6617786608745,973.9553789853178,1013.3704093685604,467.07698133393836,351.0796502233401,0.0,364.90424909886195,1205.3176569467137,1246.1652928117687,1234.600453019206,1228.3723622737577,1227.7232772472269,1242.5549897617705,1227.5090475490924,1218.0232475627881,1674.2575591999744,1668.7084541619088,1663.2790589922306,1693.3587637771889
KINGSVILLE NAS,1293.4249272671789,1208.2297157516784,1125.9921897282507,1425.871969755479,1536.747280379533,1210.794604695787,1212.3692281706694,1339.522476710956,1346.2983106406432,1208.3936964031213,1206.5242468544825,1556.8698751821128,1741.607032875079,1432.388133484136,666.5252091685278,993.0730344501061,1020.0461066683706,1011.1013345539018,752.4739692653893,666.397337669724,666.397337669724,688.3024743924838,1007.4637320789348,3772.0177277198873,3770.5759008861437,1167.1391600855193,499.7640648855766,499.7640648855766,1916.5833261040866,2013.2480130568565,2138.7278696722583,1431.8858244026853,1442.7572172675548,1460.4548996302735,561.9970432619511,651.7212577373853,1453.2983067520295,1854.8119877291097,1610.5799814499887,1781.5558140211538,1078.8535153543598,1130.2806437107997,715.7732425121518,35.00829831328918,364.90424909886195,0.0,1413.5431113083334,1425.9171912938548,1417.2081544041362,1412.0288564996779,1409.0532363018028,1423.016612009127,1409.5288410378441,1407.2168459136349,1934.9981899159882,1928.4514258162487,1928.1615136760745,1959.433253702271
"NAVAL SURFACE WARFARE CENTER, DAHLGREN DIVISION",2231.1433585012173,2272.0209399056716,2188.0685980126764,2339.533708733103,2437.142634839114,2273.6827658846773,2274.010819364717,2341.2994269718256,2346.3035956784806,2270.220923980415,2270.3965584567013,2427.9923639142844,336.9805265319646,38.06263953018165,800.6349244605689,619.8222476011333,988.543785531453,602.362577519327,751.4888216969132,802.2091615698301,802.2091615698301,773.6676780895439,579.6540496216976,4837.760050988937,4839.387716649044,631.2685973471707,945.2789852931431,945.2789852931431,533.532615828045,623.393660736816,741.1970595879365,46.37103310954119,33.7268584246397,54.128709628349654,880.2996466267313,763.074831350771,2223.898271655569,465.1356703389658,204.13155987962278,374.6119484292977,458.7034968444007,405.12501388387284,738.2418362060697,1379.7693620869118,1205.3176569467137,1413.5431113083334,0.0,122.34450479043737,108.5802579125494,103.37492111051438,112.5682466184322,118.69469190166816,109.78989015001056,79.92315580721994,2359.5193882591184,2358.3246596799486,2336.074776868972,2356.668992495753
"DAM NECK FLEET COMBAT TRAINING CENTER, ATLANTIC",2307.1107421357065,2338.578356396942,2253.6160374249803,2418.687080756893,2518.397365442827,2340.338915693722,2340.7773790685396,2413.837229030463,2419.043470095178,2336.9220018011483,2336.9257601169033,2511.176663413968,380.0751766976785,155.79771798738383,786.6795410427849,560.4693543944333,908.8190860749661,541.363473988909,725.6191939557754,787.8744772361621,787.8744772361621,760.5152780057701,522.6266073001736,4918.962464528905,4920.30854693194,738.3080463011169,941.6560744036408,941.6560744036408,585.15492629915,666.2548155526698,774.0168076032569,165.2961428836328,107.3314271633927,154.6270194492567,876.2952655699479,775.2147116884908,2311.103198880321,515.4662107405449,260.0084846217979,411.0352701836202,404.9579467303714,347.1490183733277,782.5783025168582,1391.4600758283198,1246.1652928117687,1425.9171912938548,122.34450479043737,0.0,15.569468625550803,22.63370576595575,18.925629434808084,4.392805499502206,19.954994223716287,45.4947968261029,2466.36186668824,2464.929623160859,2443.4057384737325,2464.6197135253537
LITTLE CREEK NAVAL AMPHIBIOUS BASE,2292.944433601032,2325.0808499536065,2240.187628599668,2404.319752814513,2503.9034662459517,2326.8341577798333,2327.2644033875436,2399.91174285816,2405.104195905565,2323.4136228542943,2323.4302385723777,2496.565965982903,379.4644772394764,143.09759477483232,780.4966142874608,560.0349742102563,912.1132373642682,541.1410642234331,720.8196613866337,781.7383770705744,781.7383770705744,754.2028847985134,521.748615683469,4904.535853711678,4905.899968554905,722.7391623949961,934.43080832593,934.43080832593,584.1722156837344,666.6065898172491,775.8480541874442,152.4996385626394,96.17634026158522,143.89308630089317,869.052854206843,766.1056664071101,2296.256535167304,514.4724008295158,256.7170761671457,411.4532551823487,403.1996143728312,345.7650902275658,770.4462157047157,1382.8107309146812,1234.600453019206,1417.2081544041362,108.5802579125494,15.569468625550803,0.0,7.180882678311227,9.20420316688096,11.223830129301495,7.821154028445454,30.227624920273676,2450.806548655952,2449.3770101262003,2427.8454744447313,2449.054737730402
NORFOLK NB,2285.9232779736335,2318.2327939503784,2233.3592128652363,2397.2533855298057,2496.8109223762362,2319.984072366079,2320.412024922407,2392.9492211220763,2398.1381803605896,2316.5625345845942,2316.582741162626,2489.4512279356672,380.95049420809767,138.55135492655967,776.3613272545888,558.426406430014,912.1651168634116,539.6330957120473,717.2705172717224,777.6223407942646,777.6223407942646,750.0167705849819,519.9510372199892,4897.455844385396,4898.823675643985,715.7164887412581,929.85728510087,929.85728510087,585.4159296771024,668.4342584259266,778.3107195772554,147.87312953810243,92.78050805390927,140.5646755129981,864.4767852004716,760.7982052533239,2289.104007030044,515.7296837475816,257.0650392092515,413.38313609063897,401.05262573790867,343.8171803797048,764.0363287983851,1377.6553869147763,1228.3723622737577,1412.0288564996779,103.37492111051438,22.63370576595575,7.180882678311227,0.0,9.688838079479785,18.249348395512808,6.909330276405709,24.008931097181183,2443.73596744959,2442.3015764899715,2420.7855237824992,2442.0088214457073
NORFOLK NAVAL SHIPYARD,2288.243151602935,2319.6550823657108,2234.6961132294246,2399.8769611054176,2499.636732786172,2321.4153708269873,2321.853546468549,2394.9285601412334,2400.1364259112834,2317.998326824047,2318.00256274736,2492.4729048515087,388.595876572375,148.03328934588552,771.6832925654286,550.8724833446952,903.4103678332382,531.9919853962485,711.7915010759765,772.9163613435906,772.9163613435906,745.4135467316148,512.5653981527227,4900.171649750919,4901.510899812373,721.7190284259805,925.8446109318514,925.8446109318514,593.2627747373285,675.7856727014702,785.0505857922248,157.32212306380237,102.46911749652143,150.25323131948645,860.4694003522744,758.0780811225931,2292.5560882318164,523.5647591307852,265.54469974039085,420.63967416025116,393.99639925231475,336.56918814528626,763.9209927320526,1374.635742844737,1227.7232772472269,1409.0532363018028,112.5682466184322,18.925629434808084,9.20420316688096,9.688838079479785,0.0,14.935841685555607,2.8185213885468925,32.75466530913716,2449.433771852517,2447.9686723753357,2426.548229912835,2447.8521186429894
OCEANA NAS,2302.9173237900836,2334.5259917634676,2249.578689418287,2414.4537699902257,2514.139730856849,2336.284971842513,2336.7216450675373,2409.693431723522,2414.8967974653638,2332.867265184624,2332.873826671672,2506.8971868682224,380.3844799163863,152.49825714625985,784.423448319181,559.7598478189833,909.1831248516606,540.7115430642364,723.7276954860877,785.630748906444,785.630748906444,758.2242682842789,521.7905959758141,4914.718390479487,4916.067969077085,733.9448320149863,939.131388279976,939.131388279976,585.3821348048415,666.8618456054969,775.0402017480925,161.9699554376151,104.4655567124285,151.92613029322823,873.7646373919089,772.2032548158057,2306.781982778713,515.6845935958657,259.52813679817035,411.6379555412031,403.8653411242118,346.14957043803173,778.8293554073899,1388.5744421837658,1242.5549897617705,1423.016612009127,118.69469190166816,4.392805499502206,11.223830129301495,18.249348395512808,14.935841685555607,0.0,15.729672364521587,41.29734646548355,2461.9837903676307,2460.550181780447,2439.0307709627323,2460.249069484267
PORTSMOUTH NAVAL MEDICAL CENTER,2287.1884835301034,2318.8516543113224,2233.91659741946,2398.738345485865,2498.442487611887,2320.609406828223,2321.0447025158555,2393.968954419455,2399.1715484435304,2317.191089821569,2317.1998267882864,2491.2248010733338,386.62574767494243,145.21989935424554,772.6754606740615,552.7938882415283,905.7609101882457,533.9429851255865,713.0347639262169,773.9172573845673,773.9172573845673,746.382059263763,514.4289660257219,4899.009960809666,4900.357104801651,719.6728326795132,926.6326087163845,926.6326087163845,591.2278368330353,673.9185962033614,783.3859016408894,154.51180640639558,99.6765297836296,147.46009011007894,861.2550840177804,758.4711526029315,2291.1900122403135,521.5330024720561,263.2834002163495,418.7999654718736,395.7462704547045,338.38159233008525,763.5473049462831,1375.1244628654053,1227.5090475490924,1409.5288410378441,109.78989015001056,19.954994223716287,7.821154028445454,6.909330276405709,2.8185213885468925,15.729672364521587,0.0,30.02137448913061,2447.471422659729,2446.01424831778,2424.5691271449714,2445.85231547095
YORKTOWN NAVAL WEAPONS STATION,2269.354304006138,2303.3807183093863,2218.681205094485,2380.122807988138,2479.313198656463,2305.1141141479297,2305.5218772630437,2377.0140783411357,2382.166893374613,2301.6839028035815,2301.735629444306,2471.6079266093175,372.78995167074424,115.92683037953118,776.3489229454275,567.6452346476815,926.0323073919355,549.1866664158409,719.618507660129,777.688011584302,777.688011584302,749.8117258411072,528.6130548105496,4880.099016599599,4881.517908055456,693.5028997394295,927.9205996030385,927.9205996030385,576.1721046400212,661.0026870149994,772.955033017264,125.09586998176464,72.89460007886368,120.28254839133533,862.5582692085225,755.5772603353935,2270.5283011080733,506.6052397062167,245.76297733982335,406.6134383360176,408.76784483979236,352.31644690619316,752.6698529135973,1372.9630105092963,1218.0232475627881,1407.2168459136349,79.92315580721994,45.4947968261029,30.227624920273676,24.008931097181183,32.75466530913716,41.29734646548355,30.02137448913061,0.0,2421.815556732522,2420.419874418685,2398.7844825556344,2419.908310103545
BANGOR NAVAL SUBMARINE BASE,872.7074157659868,1079.05821323978,1094.0240733499122,804.7020772991352,769.5365000376516,1077.1556070301947,1074.8639535060029,957.6199128192454,953.7954392989191,1075.8479280522542,1079.4816896225054,719.6017778519179,2485.1759294796398,2342.0209232766497,2216.8238826199704,2474.490403209363,2743.367250594185,2479.4348518485067,2295.226459883312,2219.1388595742815,2219.1388595742815,2214.6213570938753,2455.145245513088,2663.849765471492,2668.755739904028,1728.6373321369288,2127.5086412818646,2127.5086412818646,2506.4462894435383,2577.5445677766133,2678.866550151103,2333.6706745472407,2389.7538430084555,2362.694275171662,2139.1639021330257,2060.3403550359885,608.3592715597173,2494.1906062681865,2426.3911281277788,2516.313571390006,2424.5721328783957,2434.228654109167,1883.006817098026,1944.3032668757953,1674.2575591999744,1934.9981899159882,2359.5193882591184,2466.36186668824,2450.806548655952,2443.73596744959,2449.433771852517,2461.9837903676307,2447.471422659729,2421.815556732522,0.0,9.08999910340635,29.75523428881836,42.90009713295231
BREMERTON NAVAL STATION,863.7649301731417,1070.0757704790376,1085.182320490908,795.6204511973831,760.4859978549736,1068.1706519067907,1065.878182080754,948.5499881685602,944.7220238424164,1066.8673407985916,1070.5014806402621,710.5541789922387,2485.2277778563885,2340.96401635081,2212.4840876516937,2470.94225142784,2738.8680348983826,2475.958352755247,2291.0762434758835,2214.7928816033414,2214.7928816033414,2210.384799878519,2451.7290126736543,2660.523919524698,2665.393973107366,1727.3465289387627,2122.6341502729856,2122.6341502729856,2507.2919381105203,2578.6445958756913,2680.2551873665825,2332.633233400646,2388.619173807828,2361.718879066683,2134.5349504203296,2056.237299039032,599.4615426306918,2494.7703559733936,2425.9721104088685,2516.4681291809734,2421.5914790551033,2431.4656872565965,1879.3607260464178,1937.8719374585667,1668.7084541619088,1928.4514258162487,2358.3246596799486,2464.929623160859,2449.3770101262003,2442.3015764899715,2447.9686723753357,2460.550181780447,2446.01424831778,2420.419874418685,9.08999910340635,0.0,35.21103114970261,51.828236533717664
EVERETT NAVAL STATION,883.2622182260124,1090.2477385752686,1102.9812219147889,818.9599021818689,787.17364551977,1088.395293988057,1086.1206414774267,971.1965032832451,967.5317952998491,1087.0023626491077,1090.6275064022843,737.3426984465541,2459.427215586206,2318.2988089004602,2201.5295594791455,2456.7762365835933,2728.5461885166656,2461.5161472556006,2279.325849222964,2203.864121939168,2203.864121939168,2198.999025861897,2437.0581024980097,2693.271578022835,2698.19604702217,1705.434097770601,2114.0040179379494,2114.0040179379494,2479.4876819162164,2550.239007563285,2651.192566082578,2309.910144639359,2366.185671854498,2338.8093467432655,2124.8231452696928,2044.3162354252008,618.413546045357,2467.6153091901097,2401.4553457426778,2490.396250379394,2405.298416988924,2414.386604899179,1865.6303794464036,1936.941133953843,1663.2790589922306,1928.1615136760745,2336.074776868972,2443.4057384737325,2427.8454744447313,2420.7855237824992,2426.548229912835,2439.0307709627323,2424.5691271449714,2398.7844825556344,29.75523428881836,35.21103114970261,0.0,31.856817449036416
WHIDBEY ISLAND NAS,912.5693831029207,1119.2885887178838,1132.9593080500897,846.327643718916,812.1668035854972,1117.4125310133484,1115.1297139856658,998.9844631368188,995.2267060946373,1116.0592906700174,1119.6887405671757,762.2482782836485,2476.4529485900534,2338.520569070432,2229.4859835755706,2483.0911387033225,2756.749091450901,2487.675870932934,2306.9041570112327,2231.832061421915,2231.832061421915,2226.7567567228034,2463.089864457617,2687.7002023162145,2692.756222429707,1726.4315524957062,2142.94664818301,2142.94664818301,2494.076824478937,2564.008352495628,2664.0124493380094,2330.0800183745,2386.611538899951,2358.8034077635743,2153.3286035075134,2071.8341923208354,647.8878233769756,2483.0365815154114,2419.870289872232,2507.1096821289148,2430.3590800392226,2438.940491063805,1892.2461716942637,1968.0975776722173,1693.3587637771889,1959.433253702271,2356.668992495753,2464.6197135253537,2449.054737730402,2442.0088214457073,2447.8521186429894,2460.249069484267,2445.85231547095,2419.908310103545,42.90009713295231,51.828236533717664,31.856817449036416,0.0
