,1,2,3,4,5
1,1.0,0.6875,0.75,0.5125,0.7625
2,0.6875,1.0,0.3125,0.9625,0.9125
3,0.75,0.3125,1.0,0.25,0.42499999999999993
4,0.5125,0.9625,0.25,1.0,0.875
5,0.7625,0.9125,0.42499999999999993,0.875,1.0
