Job,Num_Positions
command_1,1
command_2,1
command_3,1
command_4,2
command_5,2
command_6,1
command_7,1
command_8,1
command_9,1
command_10,1
command_11,1
command_12,1
command_13,1
command_14,1
command_15,1
command_16,4
command_17,2
command_18,2
command_19,1
